compound,raw_values,measurement_wavelength
n-Hexane,1.3751,
Cyclohexane,1.4266,
Toluene,1.4961,
Acetone,1.3588,
Propionicacid,1.3869,
Aceticacid,1.3716,
Benzaldehyde,1.5463,
Acetonitrile,1.3442,200
SiO2,1.46,550
SiO2,1.46,200
Na3AlF6,1.35,550
Na3AlF6,1.35,350
Nb2O3,2.25,550
Nb2O3,2.25,350
ZnS,2.35,550
ZnS,2.35,450
TiO2,2.4,550
TiO2,2.4,
Quartz,1.544,
Carbonate,1.486,
Dolomite,1.679,
Feldspar,1.527,
silicate,1.61,
HfO2,1.916,
HfO2,1.91,
HfO2,1.916,
HfO2,1.943,
HfO2,1.941,
HfO2,1.943,
ZnO,1.52,
ZnO,1.54,
ZnO,1.56,
ZnO,1.55,
ZnO,1.53,
ZnO,1.9785,
Linalool,1.462,
Ethylbutyrate,1.392,
Limonene,1.473,
Butylacetate,1.394,
Isobutylacetate,1.39,
Pentylacetate,1.402,
Isopentylacetate,1.4,
Hexylacetate,1.409,
AlON,1.7938,
Sapphire,1.7681,
Quartz,1.4586,1064
Y3Al5O12,1.82,1064
MgAl2O4,1.72,1064
Al2O3,1.76,1064
Armor,1.78,
Tris,1.62,
Tris,1.81,
Tris,1.53,
Tris,1.75,
PMMA,1.4884,
PbO,1.61,
PbO,1.7,
PbO,1.79,
PbO,1.88,
PbO,1.98,1064
Nb2.5Er0.25,1.58,1064
Nb30Er0.25,1.75,1064
Nb40Er0.25,1.95,1064
Nb2.5Yb5Er0.25,1.59,1064
Yb5Er0.25,1.77,1064
Yb5Er0.25,1.99,
Y3Al5O12,1.82,
Polysilane,1.8,
SiO2,1.52,
DMF,1.4269,
TEA,1.482,
ilmenite,2.94,
Mg(OH)2,1.878,
MgO,1.643,
MgO,1.582,
MgO,2.21,
MgO,1.071,
MgO,3.96,
MgO,3,
MgO,3.1,
MgO,3.98,
MgO,3.865,
MgO,3.833,
NHD,1.4336,
BBT1,2.011,
BBT2,2.046,
BBT3,2.106,
BBT4,2.114,
Aerosil,1.46,
CH,1.456,
Butylacrylate,1.417,
CH,1.464,
CN972,1.48,
CN972,1.52,
CN978,1.49,
CN978,1.52,
C6H12O6,1.4,
Urea,1.4,
silica,1.41,
silica,1.42,
silica,1.424,
silica,1.473,
Silicate,1.46,
Tellurite,2,
Phosphate,1.49,
ZnO,3.57,
ZnO,3.85,
ZnO,3.59,
ZnO,3.9,
PMMA,1.494,
silica,1.457,
CdAlSiO,1.71,
Zn(PO3)2,1.54,
Sr(PO3)2,1.569,
Pb(PO3)2,1.71,
PbOF,1.779,
CaLiB1,1.49,
CaLiB2,1.6,
P3OT,1.6951,
P3OT,1.7099,
NO2,1.6295,
NO2,1.6119,
NO2,1.5979,
NO2,1.5927,
NO2,1.5346,
NO2,1.5292,
HEMA,1.44907,
Quartz,1.448,
Alumina,1.75,
silica,1.45,632
HfO2,1.622,632
HfO2,1.622,632
HfO2,1.406,632
HfO2,1.406,
oxygen,2.22,
oxygen,2.24,
oxygen,2.38,
oxygen,2.39,
Barium,1.52,
Strontium,1.5,
Methanol,1.328,
Acetonitrile,1.344,
Diethylether,1.352,
Ethylacetate,1.372,
Hexane,1.375,
2-Propanol,1.377,
Triethylamine,1.401,
THF,1.407,
Cyclohexane,1.426,
DMF,1.43,
DMA,1.438,
Chloroform,1.446,
DMSO,1.478,
germanium,1.46,1000
Ge20Se80,2.56,1000
Ag6(Ge0.20Se0.80)94,2.65,
TiO2,2.064,
TiO2,2.0653,
TiO2,2.0667,
TiO2,2.06,1550
silicon,1.84,1550
silicon,1.3,
Entellan,1.49,6328
m-Xylene,1.517807,6328
Dioxane,1.501004,6328
Dioxane,1.428937,6328
Dioxane,1.419635,
NaCl,1.528,
H2O,1.318,
CO2,1.0004382,
SiO2,1.4657,
Al2O3,1.8,
TiO2,2.6,
SiO2,1.5,
ZrO2,2.2,1064
SiC,2.4899,4
SiC,2.4899,
PMMA,1.49,
NaTC,1.14,
NaTC,1.09,
NaTC,1.19,
PMMA,1.49,
Brookite,2.50275,
Barium,1.49,
Si–O,1.63,
Si–O,1.68,
Si–O,1.72,
Si–O,1.74,
Si–O,1.66,
Si–O,1.74,
Si–O,1.77,
Si–O,1.82,
Si–O,1.71,
Si–O,1.79,
Si–O,1.84,
Si–O,1.93,
4-Hydroxybutylacrylate,1.454,
2-Hydroxyethylacrylate,1.451,
TiO2,1.95,550
Quartz,1.46,550
PMMA,1.49,2
SiO2–ZrO2,1.586,5
SiO2–ZrO2,1.586,3
SiO2–ZrO2,1.586,2
SiO2–ZrO2,1.578,5
SiO2–ZrO2,1.578,3
SiO2–ZrO2,1.578,2
SiO2–ZrO2,1.587,5
SiO2–ZrO2,1.587,3
SiO2–ZrO2,1.587,2
SiO2–ZrO2,1.589,5
SiO2–ZrO2,1.589,3
SiO2–ZrO2,1.589,2
SiO2–ZrO2,1.616,5
SiO2–ZrO2,1.616,3
SiO2–ZrO2,1.616,2
SiO2–ZrO2,1.621,5
SiO2–ZrO2,1.621,3
SiO2–ZrO2,1.621,2
SiO2–ZrO2,1.621,5
SiO2–ZrO2,1.621,3
SiO2–ZrO2,1.621,2
SiO2–ZrO2,1.614,5
SiO2–ZrO2,1.614,3
SiO2–ZrO2,1.614,2
SiO2–ZrO2,1.616,5
SiO2–ZrO2,1.616,3
SiO2–ZrO2,1.616,2
SiO2–ZrO2,1.621,5
SiO2–ZrO2,1.621,3
SiO2–ZrO2,1.621,2
SiO2–ZrO2,1.625,5
SiO2–ZrO2,1.625,3
SiO2–ZrO2,1.625,2
SiO2–ZrO2,1.629,5
SiO2–ZrO2,1.629,3
SiO2–ZrO2,1.629,2
SiO2–ZrO2,1.551,5
SiO2–ZrO2,1.551,3
SiO2–ZrO2,1.551,2
SiO2–ZrO2,1.543,5
SiO2–ZrO2,1.543,3
SiO2–ZrO2,1.543,2
SiO2–ZrO2,1.557,5
SiO2–ZrO2,1.557,3
SiO2–ZrO2,1.557,2
SiO2–ZrO2,1.561,5
SiO2–ZrO2,1.561,3
SiO2–ZrO2,1.561,2
SiO2–ZrO2,1.558,5
SiO2–ZrO2,1.558,3
SiO2–ZrO2,1.558,2
SiO2–ZrO2,1.563,5
SiO2–ZrO2,1.563,3
SiO2–ZrO2,1.563,2
SiO2–ZrO2,1.563,5
SiO2–ZrO2,1.563,3
SiO2–ZrO2,1.563,2
SiO2–ZrO2,1.566,5
SiO2–ZrO2,1.566,3
SiO2–ZrO2,1.566,
tellurite,2.0626,
tellurite,2.0306,
tellurite,1.9919,
tellurite,1.9817,
tellurite,1.9706,
tellurite,1.9728,
tellurite,1.9337,
tellurite,1.9007,
tellurite,1.8834,
tellurite,1.8817,
tellurite,1.9375,
tellurite,1.9049,
tellurite,1.8729,
tellurite,1.8663,
tellurite,1.8603,
tellurite,1.9379,
tellurite,1.8994,
tellurite,1.8718,
tellurite,1.8602,
tellurite,1.8598,
PbO,1.95,
PbO,1.96,
PbO,1.98,
PbO,1.99,
BaY2F8,1.51,
KY3F10,1.5,
LiLuF4,1.45,
CaWO4,1.93,
ZnWO4,2.1,
CaMoO4,1.98,
CsI,1.688,
CsBr,2.01,
CsCl,2.144,
NaCl,2.304,
NaBr,2.064,
KCl,2.278,
RbBr,2.064,
NiF2,2.412,
B2O3,2.264,
SiO2,2.476,
Al2O3,1.865,
MgO,1.929,
CaO,1.677,
SrO,1.742,
BaO,1.393,
MnO,1.072,
GeO2,1.34,
SnO2,1.286,
Ga2O3,1.447,
Se2O3,1.34,
NiO,1.034,
DMA,1.43,
thiol,3,
thiol,3.4,
thiol,4.6,
GeS2,2.14,
Myristicacid,1.4273,
Palmiticacid,1.4209,
Stearicacid,1.4337,
Oleicacid,1.4449,
triglyceride,1.473,
triglyceride,1.453,
triglyceride,1.473,
triglyceride,1.473,532
H2SO4,1.433,1064
H2SO4,1.426,532
NaCl,1.544,1064
NaCl,1.531,
Bis-GMA,1.552,
silica,1.535,
ADP,2.8,
ADP,3.2,
Bis-GMA,1.54,
thiol–ene,1.4895,
thiol–ene,1.4909,
TMPTA,1.5062,
TMPTA,1.5078,
PETA,1.5116,
PETA,1.5138,
thiol–ene,1.514,
thiol–ene,1.5145,
silica,2.04,
RbTi0.971Yb0.015Nb0.014OPO4,1.7895,
RbTi0.971Yb0.015Nb0.014OPO4,1.7872,
RbTi0.977Yb0.004Nb0.013W0.006OPO4,1.7894,
RbTi0.977Yb0.004Nb0.013W0.006OPO4,1.7885,1550
ZrOMc,1.505,633
ZrO2,1.39,1531
BSO,1.96,66
BSO,1.96,5148
BSO,1.96,1532
Tellurite,2.02,66
Tellurite,2.02,5610
Tellurite,2.02,1544
BSO,1.8,31
BSO,1.8,3503
BSO,1.8,
BNa5,1.625,
BNa4,1.636,
BNa3,1.645,
BNaNf,1.629,370
YAlO3,1.95,
O2–H2O,1.38,1550
Silicon,3.478,
SG-YBF100,1.54,
SG-YBG700GBF,1.54,
Aerosil,1.45,
methanol,1.463,
methanol,1.464,
methanol,1.464,
methanol,1.465,
methanol,1.465,
methanol,1.465,
BHT,1.463,
Silica,1.4603,
Mullite,1.654,
Alumina,1.77,
Zircon,1.85,
Al2O3,1.94,
ZrO2,2.26,
CYNO,1.43604,106
silica,1.45,106
silica,1.45,106
silica,1.707,
TeO2,1.76,169179
Sc2O3,1.965,119181
Sc2O3,1.966,78697
Sc2O3,1.97,63545
Sc2O3,1.974,46853
Sc2O3,1.983,36085
Sc2O3,1.997,
Sc2O3,1.965,
Sc2O3,1.9647,
Sc2O3,1.964,
Sc2O3,1.97,
Sc2O3,1.973,
Sc2O3,1.9669,
Sc2O3,1.9653,
Sc2O3,1.963,
Sc2O3,1.973,
Sc2O3,1.9673,
Sc2O3,1.9655,
Sc2O3,1.9639,
Sc2O3,1.963,
Sc2O3,1.9839,
Sc2O3,1.974,
Sc2O3,1.97,
Sc2O3,1.9668,
Sc2O3,1.9656,
Sc2O3,1.9653,5435
AR1,1.621,6328
AR1,1.616,
Propyleneglycol,1.3495,
Na2CO3,1.75124,
K2CO3,2.21425,724
o-HP,1.6286,717
o-HP,1.6291,707
o-HP,1.6304,699
o-HP,1.6317,712
o-HP,1.6302,
Silica,1.459,
Melittin,1.7705,
n-Pentane,1.3574,
n-Hexane,1.3751,
n-Heptane,1.3873,
n-Octane,1.3966,
n-Nonane,1.405,
n-Decane,1.4112,
n-Undecane,1.4165,
n-Dodecane,1.4212,
n-Tridecane,1.4251,
n-Tetradecane,1.429,
n-Pentadecane,1.4314,
Toluene,1.4964,
heptane,1.506,
heptane,1.475,
heptane,1.469,
heptane,1.55,
heptane,1.5029,
heptane,1.493,
heptane,1.478,
heptane,1.5032,
heptane,1.4713,
heptane,1.537,
heptane,1.5012,
heptane,1.514,
heptane,1.545,
heptane,1.48,
heptane,1.51,
heptane,1.502,
heptane,1.49,
heptane,1.49,
heptane,1.52,
heptane,1.48,
heptane,1.56,
Polycarbonate,1.52,
Polycarbonate,1.55,
Polycarbonate,1.55,6328
NaBi(WO4)2,2.15,
butanol,5.65,
Butanol,3.65,
Butanol,5.71,
butanol,4.62,
butanol,5.44,
CH3,3.78,
CH3,3.36,
Indene,1.77,
C6H5,2.55,
C6H5,3,
C6H5,2.18,
C6H5,2.35,
C6H5,3.41,
CO,1.5455,
CO,1.5702,1
Methanol,1.33,1
Ethanol,1.36,1
Butanol,1.39,543
Y1−xErxAl3(BO3)4glassythin,1.62,633
Y1−xErxAl3(BO3)4glassythin,1.624,543
Y1−xErxAl3(BO3)4glassythin,1.692,633
Y1−xErxAl3(BO3)4glassythin,1.68,543
Y1−xErxAl3(BO3)4glassythin,1.6288,633
Y1−xErxAl3(BO3)4glassythin,1.6207,543
Y1−xErxAl3(BO3)4glassythin,1.676,633
Y1−xErxAl3(BO3)4glassythin,1.668,543
Y1−xErxAl3(BO3)4glassythin,1.628,633
Y1−xErxAl3(BO3)4glassythin,1.627,543
Y1−xErxAl3(BO3)4glassythin,1.693,633
Y1−xErxAl3(BO3)4glassythin,1.694,543
Y1−xErxAl3(BO3)4glassythin,1.657,633
Y1−xErxAl3(BO3)4glassythin,1.647,543
Y1−xErxAl3(BO3)4glassythin,1.685,633
Y1−xErxAl3(BO3)4glassythin,1.6862,543
Y1−xErxAl3(BO3)4glassythin,1.6324,633
Y1−xErxAl3(BO3)4glassythin,1.632,543
Y1−xErxAl3(BO3)4glassythin,1.6749,633
Y1−xErxAl3(BO3)4glassythin,1.6739,
CeY15,1.525,
YbY5,1.526,
YbY10,1.527,
YbY15,1.529,1000
ethanol,1.779,1000
ethanol,1.919,1000
ethanol,1.93,1000
ethanol,2.035,1000
ethanol,2.131,1000
ethanol,2.202,
CRSO,1.46,
CRSO,1.47,
CRSO,1.47,
CRSO,1.47,
CRSO,1.46,
Ethylacetate,1.4782,
ZnO,1.51,
ZnO,2.34,
ZnO,2.21,
ZnO,2.18,
n-Hexane,1.3748,
Cyclohexane,1.4266,
CCl4,1.4601,
Benzene,1.5589,
Toluene,1.4961,
Chloroform,1.4459,
Acetone,1.3588,
Ethanol,1.3611,
DMSO,1.477,
n-Hexane,1.3748,
Cyclohexane,1.4266,
Carbontetrachloride,1.4601,
Benzene,1.5589,
Toluene,1.4961,
Chloroform,1.4459,
Acetone,1.3588,
Ethanol,1.3611,
DMSO,1.477,
Shield,2.8,
Shield,3.2,
Shield,3,
Shield,2.8,
Shield,3,
Shield,3,
Shield,3,
Shield,3.2,
Ethanol,1.361,
Isopropanol,1.378,
Ethylacetoacetate,1.419,
Hexylacetoacetate,1.4341,
Hexylacetoacetate,1.4335,
Octylacetoacetate,1.4401,
Octylacetoacetate,1.4394,
Dibutyladipate,1.4364,
Dibutyladipate,1.4358,
Dioctyladipate,1.4478,
Dioctyladipate,1.4471,
Diethylazelate,1.4356,
Diethylazelate,1.435,
Dibutylazelate,1.4412,
Dibutylazelate,1.4406,
Dioctylazelate,1.4518,
Dioctylazelate,1.451,
Diethylsebacate,1.4369,
Diethylsebacate,1.436,
H2SO4,1.44,
NH4HSO4,1.47,
NH4NO3,1.55,
carbon,1.55,
DCPA,1.59,
Hydroxyapatite,1.64,
SnO2,2,
TiO2,2.5,
ZnO,2,
Silica,1.4603,
Alumina,1.77,
phenylacetate,1.4108,
phenylacetate,1.501,
phenylacetate,1.421,
nickel(II),1.4315,
nickel(II),1.4323,
nickel(II),1.4325,532
SiO2–Nb2O5,1.5009,6328
SiO2–Nb2O5,1.4903,1538
SiO2–Nb2O5,1.4779,532
SiO2–Nb2O5,1.6071,6328
SiO2–Nb2O5,1.5969,1538
SiO2–Nb2O5,1.5761,532
SiO2–Nb2O5,1.7854,6328
SiO2–Nb2O5,1.7683,1538
SiO2–Nb2O5,1.7304,532
SiO2–Nb2O5,1.8508,6328
SiO2–Nb2O5,1.8337,1538
SiO2–Nb2O5,1.7899,700
SnS,2.16,700
SnS,1.93,700
SnS,2.59,700
SnS,2.87,395
CS-1030,2.026,542
CS-1030,2.026,
BBT2,2.086,
Phosphate,1.569,1532
ErF3,1.835,1
ErF3,1.835,2
ErF3,1.835,1532
ErF3,1.823,1
ErF3,1.823,2
ErF3,1.823,1532
ErF3,1.833,1
ErF3,1.833,2
ErF3,1.833,1532
ErF3,1.84,1
ErF3,1.84,2
ErF3,1.84,6328
LiNbO3,2.286,6328
SiO2,1.542,6328
Pb5Ge3O11,2.116,6328
GaP,3.313,6328
Bi12TiO20,2.56,6328
Bi12SiO20,2.54,6328
Bi12GeO20,2.55,
MnO,1.5267,
MnO,1.5269,
MnO,1.5271,
MnO,1.527,
MnO,1.5272,
MnO,1.5285,250
chitin,1.37,255
chitin,1.36,260
chitin,1.34,265
chitin,1.34,270
chitin,1.33,275
chitin,1.33,280
chitin,1.33,285
chitin,1.34,290
chitin,1.34,295
chitin,1.35,300
chitin,1.36,305
chitin,1.37,310
chitin,1.38,315
chitin,1.38,320
chitin,1.4,325
chitin,1.41,330
chitin,1.43,335
chitin,1.44,340
chitin,1.47,345
chitin,1.49,350
chitin,1.51,355
chitin,1.54,360
chitin,1.56,365
chitin,1.58,370
chitin,1.59,375
chitin,1.61,380
chitin,1.62,385
chitin,1.63,390
chitin,1.63,395
chitin,1.64,400
chitin,1.64,405
chitin,1.64,410
chitin,1.64,415
chitin,1.64,420
chitin,1.64,425
chitin,1.64,430
chitin,1.64,435
chitin,1.64,440
chitin,1.64,445
chitin,1.64,450
chitin,1.63,455
chitin,1.63,460
chitin,1.63,465
chitin,1.63,470
chitin,1.63,475
chitin,1.63,480
chitin,1.62,485
chitin,1.62,490
chitin,1.62,495
chitin,1.62,
HeBW,1.8,
HeBW,2.8,
Tellurite,1.95,
Silicate,1.51,
YOME,1.446,
Gly,1.472,2020
ITO,1.92,1775
ITO,1.9,1555
ITO,1.87,
TiO2,2.036,
TiO2,2.278,
TiO2,2.275,
C6F14,1.2383,
C7F16,1.2558,
C8F18,1.269,
C9F20,1.274,
mitoxantrone,1.15,
mitoxantrone,1.1,
mitoxantrone,1.03,
silica,1.48,6328
NMP,1.4708,6328
NMP,1.471,6328
NMP,1.4714,6328
NMP,1.4691,6328
NMP,1.4695,6328
Cyclohexane,1.4269,6328
Cyclohexane,1.4271,6328
Cyclohexane,1.4276,6328
NMP,1.4572,6328
NMP,1.4576,6328
NMP,1.4269,6328
NMP,1.4569,
Tetradecylacetate,1.4362,
hexadecylacetate,1.4443,
hexylcaprate,1.4367,
decylcaprate,1.4448,
butyllaurate,1.4366,
octyllaurate,1.4453,
dodecyllaurate,1.4468,
octylpalmitate,1.4472,488
SiO2,1.462,
Phenyl,1.5501,632
PNd2N,1.21,632
PNd1N,1.13,632
PNd0.5N,1.09,632
PNd0.1N,1.17,632
PMMA,1.08,
Dy2O3,2.289,
Dy2O3,2.307,10
Dy2O3,3.12,
Dy2O3,2.321,10
Dy2O3,2.22,
Dy2O3,2.331,10
Dy2O3,1.55,
Dy2O3,2.348,
BSYCaEu,4.764,
BSYCaEu,3.733,
BSYCaEu,2.754,
BSYCaEu0.5,2.181,
BSYCaEu1.0,1.736,
BSYCaEu1.5,1.524,
BSYCaEu2.0,1.382,
BSYCaEu2.5,1.295,
C3H5,2.74,
Ethanol,1.39,
sulpiride,1.39,
sulpiride,1.39,
transcutol,1.37,
GaN,2.08,
GaN,2.13,
GaN,2.17,550
TiO2,1.66,550
TiO2,2.04,550
TiO2,2.08,550
TiO2,2.36,550
TiO2,2.54,550
TiO2,2.58,
Ho2O3,1.647,
Ho2O3,1.646,
Ho2O3,1.645,
ZnWO4,2.1,
MgWO4,2.03,
CTMA,1.512,
silica,1.4761,
SiO2,1.461,
SiO2,1.816,
SiO2,1.763,
SiO2,1.721,
SiO2,1.763,
silicon,1.298,
silicon,1.396,
silicon,1.35,
H2O,1.33,
polypropylene,1.523,
polypropylene,1.498,
polypropylene,1.526,
polypropylene,1.496,
polypropylene,1.5228,
polypropylene,1.4976,
polypropylene,1.5255,
polypropylene,1.4961,
Ta-C,2.5,
Ta-C:H,2.4,
C24H52O4Si,1.43,
cyl,1.2,
cyl,1.2,
Oxy-fluoride,1.558,
Ethanol,1.3792,
Ethanol,1.406,
Butanol,1.4097,
2-Hydroxyethylacrylate,1.445,640
MgAl2O4,1.03,640
MgAl2O4,1.03,640
MgAl2O4,1.06,640
MgAl2O4,1.3,
HCNP,1.943,
HCNP,1.943,
ITO,1.876,
HCNP,1.5,
silicon,3.12,
silicon,1.43,
Li2O–MgO,2.329,
Li2O–MgO,2.33,
Li2O–MgO,2.332,
Li2O–MgO,2.333,16206
AgEr-KZS-0,1.6206,16208
AgEr-KZS-10,1.6208,16208
AgEr-KZS-30,1.6208,16208
AgEr-KZS-50,1.6208,16197
AgEr-KZS-100,1.6197,
Li2O–Nb2O5,1.781,
Li2O–Nb2O5,1.783,
Li2O–Nb2O5,1.785,
Li2O–Nb2O5,1.786,
Li2O–Nb2O5,1.788,
Li2O–Nb2O5,1.789,6328
KCl,1.3967,6328
KCl,1.395,6328
KCl,1.3936,6328
KCl,1.3981,6328
KCl,1.3967,6328
KCl,1.3948,6328
KCl,1.1985,6328
KCl,1.3969,6328
KCl,1.3988,6328
KCl,1.3969,6328
KCl,1.3985,6328
KCl,1.3975,6328
KCl,1.3968,6328
KCl,1.3991,6328
KCl,1.3979,6328
KCl,1.3994,6328
KCl,1.3995,6328
KCl,1.3984,6328
KCl,1.3972,6328
KCl,1.3987,6328
KCl,1.3978,6328
KCl,1.3967,6328
KCl,1.4048,6328
KCl,1.4029,6328
KCl,1.4023,6328
KCl,1.4007,
Propiophenone,1.00531,
Acetophenone,1.02382,
Propiophenone,1.00531,
PB680,1.487,
PB920,1.494,
PB1320,1.497,
PB2060,1.502,
BN25,1.66,
BN27,1.647,
BN28,1.66,
silica,1.016,
silica,1.015,
silica,1.014,
silica,1.014,
silica,1.013,
silica,1.012,428
Dioxane,1.4224,436
Chloroform,1.4459,444
N-methyl-2-pyrrolidone,1.4684,386
Dioxane,1.4224,397
Chloroform,1.4459,403
Formicacid,1.3714,400
Formicacid,1.4224,412
Formicacid,1.4459,421
Formicacid,1.4684,
Curcumin,1.23,
BITC,1.19,
Sauflon,1.399,
MeOH,2.15,
EtOH,2.06,
PrOH,2.13,
ZnF2–PbO–TeO2,1.662,
ZnF2–PbO–TeO2,1.655,
ZnF2–PbO–TeO2,1.653,
ZnF2–PbO–TeO2,1.649,
ZnF2–PbO–TeO2,1.642,
ZnF2–PbO–TeO2,1.633,589
TiO2–ZrO2,1.57,589
TiO2–ZrO2,1.64,589
TiO2–ZrO2,1.67,589
TiO2–ZrO2,1.72,589
TiO2–ZrO2,1.75,589
TiO2–ZrO2,1.78,589
TiO2–ZrO2,1.79,589
TiO2–ZrO2,1.54,589
TiO2–ZrO2,1.61,589
TiO2–ZrO2,1.63,589
TiO2–ZrO2,1.65,
Silica,1.49,5893
Acetone,1.35905,5893
n-propylalcohol,1.38628,5893
Methanol,1.32842,
DMC,1.0635,
Propiophenone,1.00531,290
LiCaAlF6,1.41,290
LiSrAlF6,1.42,
triglycerides,1.447,
Polystyrene,1.591,
Sparteine,1.57,
(−)-Sparteine,1.528,1
BaGdG,1.5423,1
BaGdG,1.5423,5876
BaGdG,1.5423,6563
BaGdG,1.5423,1
BaGdG,1.5417,1
BaGdG,1.5417,5876
BaGdG,1.5417,6563
BaGdG,1.5417,1
BaGdG,1.5435,1
BaGdG,1.5435,5876
BaGdG,1.5435,6563
BaGdG,1.5435,1
BaGdG,1.5426,1
BaGdG,1.5426,5876
BaGdG,1.5426,6563
BaGdG,1.5426,
K-PG325,1.5067,
K-PG375,1.5425,
Diglycerol,1.487,
Glycerol,1.472,
Sodiumchloride,1.08,
Potassiumchloride,1.09,6328
Al2O3,1.698,6328
Al2O3,1.718,6328
Al2O3,1.735,6328
Al2O3,1.749,6328
Al2O3,1.749,550
TiO2,2.34,550
TiO2,2.35,550
TiO2,2.41,550
TiO2,2.37,550
TiO2,2.39,550
TiO2,2.36,550
Oxygen,2.41,550
Oxygen,2.34,550
Oxygen,1.91,550
Oxygen,1.77,550
Oxygen,1.72,
ZnAlBiB,1.8,
ZnAlBiB,1.8,
ZnAlBiB,1.81,
ZnAlBiB,1.81,
alumina,1.646,
alumina,1.661,
alumina,1.67,
alumina,1.583,
alumina,1.563,
alumina,1.546,
alumina,1.624,
alumina,1.618,
alumina,1.607,
alumina,1.596,
Duran,1.473,
tin,1.83,
tin,2,
tin,1.65,
tin,1.8,
GaAs,3.63,
GaP,3.04,
ZnO,2.49,
Si3N4,2.34,
Al2O3,2.07,
SiO2,1.78,
Xylol,1.4949,
Benzol,1.4986,6328
AOT,1.395,6328
AOT,1.3991,6328
AOT,1.3991,6328
AOT,1.398,6328
AOT,1.3978,6328
AOT,1.3968,6328
AOT,1.3956,6328
AOT,1.3943,
AOT,1.38,
ZnSe,2.4,
Hexadecane,1.435,
Alpinetin,1.1,
Alpinetin,1.16,
Alpinetin,1.19,
Cardamonin,1.08,
Cardamonin,1.27,
Cardamonin,1.49,
carbon,1.55,
NaNO3,1.59,
PVA,1.5,
Zn1−xBexO,2.15,
Zn1−xBexO,2.48,
Zn1−xBexO,2.1,
Zn1−xBexO,2.14,
Zn1−xBexO,1.84,
Zn1−xBexO,1.86,
Zn1−xBexO,1.81,
Zn1−xBexO,1.79,
Zn1−xBexO,1.73,
Zn1−xBexO,1.74,
TiO2,2.2,
TiO2,2.03,
HfO2,1.9463,
HfO2,2.0461,
CeO2,2.24,
CeO2,2.3,
CeO2,2.35,
CeO2,2.08,
CeO2,2.02,
MeOH,3.39,
EtOH,3.26,
IPA,3.27,
2-ME,3.22,
PVP,2.49,
PTSA,2.44,
EDTA,2.48,
HMTA,2.58,
silica,1.4583,
TiO2,2.305,
TiO2,2.187,
ZnO−ZnF2−B2O3glassceramics,1.648,
ZnO−ZnF2−B2O3glassceramics,1.652,
ZnO−ZnF2−B2O3glassceramics,1.658,
ZnO−ZnF2−B2O3glassceramics,1.663,
ZnO−ZnF2−B2O3glassceramics,1.67,
ZnO−ZnF2−B2O3glassceramics,1.675,
C5H8O2,1.432,
MIBK,1.4404,
MIBK,1.4467,
MIBK,1.4449,
MIBK,1.4432,
MIBK,1.4429,
MTBE,1.4404,
MTBE,1.4449,
MTBE,1.4417,
MTBE,1.4396,
MTBE,1.4391,
cyclo-hexane,1.4404,
cyclo-hexane,1.4397,
cyclo-hexane,1.4389,
cyclo-hexane,1.4379,
cyclo-hexane,1.4379,
Cyclohexane,1.4379,
MTBE,1.4341,
MTBE,1.4396,
MTBE,1.4342,1500
GaN,2.85,
ZrO2,1.99,
ZrO2,1.56,6328
CH3(CH2)6CH3,1.4007,6328
CH3(CH2)6CH3,1.4012,6328
CH3(CH2)6CH3,1.4017,6328
CH3(CH2)6CH3,1.5321,6328
CH3(CH2)6CH3,1.5318,6328
CH3(CH2)6CH3,1.5312,6328
CH3(CH2)10CH3,1.4249,6328
CH3(CH2)10CH3,1.424,6328
CH3(CH2)10CH3,1.4233,6328
CH3(CH2)10CH3,1.5294,6328
CH3(CH2)10CH3,1.5285,
DMSO,1.0958,
silica,1.4,
silica,1.5,
Thiophene,1.05884,
Thiophene,1.05887,
Triglyme,1.4239,
DMC,1.371,
triglyme,1.3859,
Octadecyltrichlorosilane,1.457,
Methyloctadecyldichlorosilane,1.455,
Tetradecyltrichlorosilane,1.455,
Decyltrichlorosilane,1.452,
Hexyltrichlorosilane,1.443,
BPEA,1.521,
BPEAU-4,1.515,
BPEAU-6,1.516,
BPEAU-8,1.519,
BPEAU-10,1.514,
Tungsten,3.54,
Niobium,2.23,
SiCl4,1.5996,
Nitrogen,1.5974,
Nitrogen,1.5996,
Nitrogen,1.5996,
germanium,1.42,
germanium,1.8,
germanium,2,
germanium,2.5,
germanium,3,
germanium,3.5,
germanium,3.8,
PVAc,1.47,
PVOH,1.52,1300
Sn4Sb6S13,3.17,1300
Sn4Sb6S13,2.75,1300
Sn4Sb6S13,2.43,1300
Sn4Sb6S13,2.31,1300
Sn4Sb6S13,1.88,
H2O@,1.332,573
Oxygen,1.99,109
Oxygen,1.99,557
Nitrogen,2.21,603
Nitrogen,2.21,660
Argon,2.13,746
Argon,2.13,
DOP,1.284,
TiO2,2.39,
2-Hydroxylethylacrylate,1.445,550
Al–Cu–O,1.53,550
Al–Cu–O,1.67,550
Al–Cu–O,1.74,550
Al–Cu–O,1.8,550
Al–Cu–O,1.84,
Gd1.95Eu0.05O3,1.792,
Gd1.9Eu0.1O3,1.7988,
Gd1.8Eu0.2O3,1.8676,
Gd1.7Eu0.3O3,1.935,
Gd1.6Eu0.4O3,1.935,633
antimony–germanate,1.73,
Diethylamine,2.33,
Triethylamine,2.34,
Lacticacid,2.21,
Triethanolamine,2.33,
HNO3,1.65,
2-Propanol,2.3,
